year,state_abbr,state_name,population,violent_crime,property_crime,total_crime,homicide,rape_legacy,rape_legacy_cleaned,aggravated_assault,robbery,rape_revised,rape_revised_cleaned,burglary,larceny,motor_vehicle_theft,violent_crime_rate_100k,%violent_crime_100k,property_crime_rate_100k,%property_crime_100k,%total_crime_per_100k
2002,OR,Oregon,3520355,10298,161145,171443,72,1238.0,1238,6246,2742,,0,25696,118925,16524,292.5273161,0.2925273161,4577.521301,4.577521301,4.870048617
2002,OK,Oklahoma,3489700,17587,148128,165715,163,1573.0,1573,12885,2966,,0,35171,100185,12772,503.9688225,0.5039688225,4244.720177,4.244720177,4.748688999
2002,OH,Ohio,11408699,40128,428976,469104,526,4809.0,4809,16922,17871,,0,99164,287045,42767,351.7316041,0.3517316041,3760.078165,3.760078165,4.111809769
2002,NY,New York,19134293,95030,442091,537121,909,3885.0,3885,53583,36653,,0,76700,318025,47366,496.6475636,0.4966475636,2310.464254,2.310464254,2.807111818
2002,NV,Nevada,2167455,13856,83896,97752,181,928.0,928,7629,5118,,0,18951,47459,17486,639.2750945,0.6392750945,3870.714732,3.870714732,4.509989827
2002,NM,New Mexico,1852044,13719,80477,94196,152,1027.0,1027,10334,2206,,0,19634,53406,7437,740.7491399,0.7407491399,4345.307131,4.345307131,5.086056271
2002,NJ,New Jersey,8575252,32252,227715,259967,339,1365.0,1365,16593,13955,,0,43899,148061,35755,376.1055652,0.3761055652,2655.490474,2.655490474,3.031596039
2002,NH,New Hampshire,1274405,2056,26250,28306,12,446.0,446,1185,413,,0,4838,19468,1944,161.3301894,0.1613301894,2059.784762,2.059784762,2.221114952
2002,NE,Nebraska,1727564,5428,68178,73606,48,464.0,464,3557,1359,,0,10329,51440,6409,314.1996476,0.3141996476,3946.481867,3.946481867,4.260681515
2002,ND,North Dakota,633911,496,14762,15258,5,163.0,163,270,58,,0,2243,11501,1018,78.24442232,0.07824442232,2328.718069,2.328718069,2.406962492
2002,NC,North Carolina,8305820,39118,353708,392826,548,2196.0,2196,24169,12205,,0,99535,229307,24866,470.9709577,0.4709709577,4258.556049,4.258556049,4.729527006
2002,MT,Montana,910372,3197,28751,31948,16,237.0,237,2661,283,,0,3289,23679,1783,351.175124,0.351175124,3158.159522,3.158159522,3.509334646
2002,MS,Mississippi,2866733,9858,109584,119442,264,1127.0,1127,5111,3356,,0,29593,70468,9523,343.8757638,0.3438757638,3822.609221,3.822609221,4.166484985
2002,MO,Missouri,5669544,30557,230520,261077,331,1465.0,1465,21737,7024,,0,42721,159921,27878,538.9675078,0.5389675078,4065.935461,4.065935461,4.604902969
2002,MN,Minnesota,5024791,13428,164026,177454,112,2273.0,2273,7106,3937,,0,28034,122150,13842,267.2349954,0.2672349954,3264.334775,3.264334775,3.531569771
2002,MI,Michigan,10043221,54306,335060,389366,678,5364.0,5364,36417,11847,,0,70970,214367,49723,540.7229414,0.5407229414,3336.180693,3.336180693,3.876903635
2002,ME,Maine,1294894,1396,32985,34381,14,377.0,377,735,270,,0,6965,24591,1429,107.8080522,0.1078080522,2547.312753,2.547312753,2.655120805
2002,MD,Maryland,5450525,42015,217105,259120,513,1370.0,1370,26715,13417,,0,39765,143320,34020,770.8431757,0.7708431757,3983.194279,3.983194279,4.754037455
2002,MA,Massachusetts,6421800,31137,167753,198890,173,1777.0,1777,22018,7169,,0,33243,107922,26588,484.8640568,0.4848640568,2612.242673,2.612242673,3.09710673
2002,LA,Louisiana,4476192,29690,198838,228528,593,1529.0,1529,20445,7123,,0,45350,133302,20186,663.2870082,0.6632870082,4442.12402,4.44212402,5.105411028
2002,KY,Kentucky,4089822,11101,108590,119691,191,1087.0,1087,6692,3131,,0,26891,72378,9321,271.4299058,0.2714299058,2655.127778,2.655127778,2.926557684
2002,KS,Kansas,2711769,10229,100768,110997,78,1035.0,1035,6951,2165,,0,19679,73877,7212,377.2076456,0.3772076456,3715.950732,3.715950732,4.093158377
2002,IN,Indiana,6156913,22001,208965,230966,362,1843.0,1843,13184,6612,,0,42605,146073,20287,357.3381661,0.3573381661,3393.989813,3.393989813,3.751327979
2002,IL,Illinois,12586447,75759,430479,506238,961,4370.0,4370,45114,25314,,0,81440,304227,44812,601.9093395,0.6019093395,3420.178864,3.420178864,4.022088203
2002,ID,Idaho,1343124,3419,39128,42547,36,497.0,497,2646,240,,0,7441,29060,2627,254.5557968,0.2545557968,2913.208311,2.913208311,3.167764108
2002,IA,Iowa,2935840,8388,92877,101265,44,797.0,797,6378,1169,,0,18643,68411,5823,285.7103929,0.2857103929,3163.55796,3.16355796,3.449268352
2002,HI,Hawaii,1240663,3262,71976,75238,24,372.0,372,1656,1210,,0,12722,49344,9910,262.9239366,0.2629239366,5801.414244,5.801414244,6.06433818
2002,GA,Georgia,8544005,39271,346559,385830,606,2108.0,2108,23125,13432,,0,73932,234591,38036,459.6322217,0.4596322217,4056.165697,4.056165697,4.515797919
2002,FL,Florida,16691701,128721,777236,905957,911,6753.0,6753,88476,32581,,0,177242,511478,88516,771.1676599,0.7711676599,4656.421775,4.656421775,5.427589435
2002,DE,Delaware,805945,4836,26967,31803,26,358.0,358,3298,1154,,0,5355,18555,3057,600.0409457,0.6000409457,3346.009963,3.346009963,3.946050909
2002,DC,District of Columbia,569157,9322,36477,45799,264,262.0,262,4962,3834,,0,5170,21708,9599,1637.860907,1.637860907,6408.952187,6.408952187,8.046813094
2002,CT,Connecticut,3458587,10807,93426,104233,84,740.0,740,5914,4069,,0,17111,64735,11580,312.4686469,0.3124686469,2701.276562,2.701276562,3.013745209
2002,CO,Colorado,4501051,15882,180054,195936,179,2066.0,2066,10058,3579,,0,31678,125193,23183,352.850923,0.352850923,4000.265716,4.000265716,4.353116639
2002,CA,California,35001986,208388,1176484,1384872,2395,10198.0,10198,130827,64968,,0,238428,715692,222364,595.3605033,0.5953605033,3361.192133,3.361192133,3.956552637
2002,AZ,Arizona,5441125,30171,318296,348467,387,1608.0,1608,20176,8000,,0,59087,201541,57668,554.4992993,0.5544992993,5849.81966,5.84981966,6.40431896
2002,AR,Arkansas,2706268,11501,101171,112672,142,754.0,754,8081,2524,,0,23229,71129,6813,424.9763881,0.4249763881,3738.395458,3.738395458,4.163371846
2002,AL,Alabama,4478896,19931,180400,200331,303,1664.0,1664,12002,5962,,0,42578,123932,13890,444.9980531,0.4449980531,4027.778274,4.027778274,4.472776327
2002,AK,Alaska,641482,3627,24118,27745,33,511.0,511,2594,489,,0,3908,17739,2471,565.4094737,0.5654094737,3759.731372,3.759731372,4.325140846
2001,WY,Wyoming,493754,1272,16120,17392,9,153.0,153,1026,84,,0,2481,12943,696,257.6181661,0.2576181661,3264.783678,3.264783678,3.522401844
2001,WV,West Virginia,1800975,5035,41085,46120,40,320.0,320,3968,707,,0,9601,28268,3216,279.570788,0.279570788,2281.264315,2.281264315,2.560835103
2001,WI,Wisconsin,5405947,12486,166924,179410,192,1142.0,1142,6708,4444,,0,26927,125275,14722,230.9678582,0.2309678582,3087.784619,3.087784619,3.318752478
2001,WA,Washington,5993390,21258,287234,308492,179,2600.0,2600,12545,5934,,0,53024,195133,39077,354.690751,0.354690751,4792.513085,4.792513085,5.147203836
2001,VT,Vermont,612978,644,16334,16978,7,107.0,107,423,107,,0,3150,12426,758,105.0608668,0.1050608668,2664.69596,2.66469596,2.769756827
2001,VA,Virginia,7196750,20939,207506,228445,364,1770.0,1770,11945,6860,,0,31604,157060,18842,290.9507764,0.2909507764,2883.329281,2.883329281,3.174280057
2001,UT,Utah,2278712,5314,90993,96307,67,896.0,896,3154,1197,,0,13804,70676,6513,233.2019141,0.2332019141,3993.176847,3.993176847,4.226378761
2001,TX,Texas,21370983,122155,976654,1098809,1332,8169.0,8169,77306,35348,,0,204362,669625,102667,571.5927995,0.5715927995,4570.00036,4.57000036,5.141593159
2001,TN,Tennessee,5749398,42776,252992,295768,423,2196.0,2196,29938,10219,,0,59705,165015,28272,744.0083292,0.7440083292,4400.321564,4.400321564,5.144329893
2001,SD,South Dakota,758324,1171,16473,17644,7,351.0,351,710,103,,0,3087,12571,815,154.419483,0.154419483,2172.290472,2.172290472,2.326709955
2001,SC,South Carolina,4062125,33114,186054,219168,330,1769.0,1769,25028,5987,,0,42611,126742,16701,815.1890944,0.8151890944,4580.213558,4.580213558,5.395402653
2001,RI,Rhode Island,1059659,3278,35742,39020,39,416.0,416,1837,986,,0,6824,23875,5043,309.3447987,0.3093447987,3372.971871,3.372971871,3.68231667
2001,PA,Pennsylvania,12303104,50432,313408,363840,651,3467.0,3467,28814,17500,,0,54345,223350,35713,409.9128155,0.4099128155,2547.389667,2.547389667,2.957302482
2001,OR,Oregon,3473441,10650,164524,175174,84,1174.0,1174,6643,2749,,0,26648,123034,14842,306.6123766,0.3066123766,4736.628605,4.736628605,5.043240982
2001,OK,Oklahoma,3469577,17726,141679,159405,185,1486.0,1486,13309,2746,,0,34573,94537,12569,510.8980144,0.5108980144,4083.466082,4.083466082,4.594364097
2001,OH,Ohio,11389785,40023,435115,475138,452,4466.0,4466,17906,17199,,0,96910,295976,42229,351.3938147,0.3513938147,3820.221365,3.820221365,4.17161518
2001,NY,New York,19084350,98022,458003,556025,960,3546.0,3546,56961,36555,,0,80400,329316,48287,513.6250383,0.5136250383,2399.887866,2.399887866,2.913512905
2001,NV,Nevada,2097722,12359,77486,89845,180,883.0,883,6364,4932,,0,17711,45073,14702,589.162911,0.589162911,3693.816435,3.693816435,4.282979346
2001,NM,New Mexico,1830935,14288,83095,97383,99,850.0,850,10644,2695,,0,19552,56406,7137,780.3663156,0.7803663156,4538.391587,4.538391587,5.318757902
2001,NJ,New Jersey,8511116,33094,240551,273645,336,1278.0,1278,17370,14110,,0,46812,156031,37708,388.8326748,0.3888326748,2826.315609,2.826315609,3.215148284
2001,NH,New Hampshire,1259359,2144,27089,29233,17,458.0,458,1224,445,,0,4889,20060,2140,170.2453391,0.1702453391,2151.014921,2.151014921,2.32126026
2001,NE,Nebraska,1720039,5214,68963,74177,43,431.0,431,3612,1128,,0,9760,52713,6490,303.1326615,0.3031326615,4009.385834,4.009385834,4.312518495
2001,ND,North Dakota,636550,505,14834,15339,7,164.0,164,274,60,,0,2165,11583,1086,79.33390936,0.07933390936,2330.374676,2.330374676,2.409708585
2001,NC,North Carolina,8206105,40465,363777,404242,505,2083.0,2083,24573,13304,,0,101889,237241,24647,493.1084845,0.4931084845,4433.004452,4.433004452,4.926112937
2001,MT,Montana,905382,3187,30175,33362,34,188.0,188,2735,230,,0,3670,24684,1821,352.0061145,0.3520061145,3332.847351,3.332847351,3.684853465
2001,MS,Mississippi,2859733,10006,109609,119615,282,1147.0,1147,5283,3294,,0,29821,70315,9473,349.8928047,0.3498928047,3832.840339,3.832840339,4.182733143
2001,MO,Missouri,5637309,30472,238411,268883,372,1383.0,1383,20946,7771,,0,42977,167420,28014,540.5415953,0.5405415953,4229.163241,4.229163241,4.769704836
2001,MN,Minnesota,4984535,13145,165046,178191,119,2236.0,2236,7032,3758,,0,25496,124519,15031,263.7156726,0.2637156726,3311.161422,3.311161422,3.574877095
2001,MI,Michigan,10006266,55424,352353,407777,672,5264.0,5264,36551,12937,,0,72038,226708,53607,553.8929307,0.5538929307,3521.323539,3.521323539,4.075216469
2001,ME,Maine,1284470,1435,33154,34589,19,326.0,326,826,264,,0,6898,24585,1671,111.7192305,0.1117192305,2581.142417,2.581142417,2.692861647
2001,MD,Maryland,5386079,42088,219512,261600,446,1449.0,1449,26668,13525,,0,41553,145934,32025,781.4218841,0.7814218841,4075.543638,4.075543638,4.856965522
2001,MA,Massachusetts,6401164,30585,167079,197664,143,1856.0,1856,22110,6476,,0,32430,106821,27828,477.8037244,0.4778037244,2610.134657,2.610134657,3.087938381
2001,LA,Louisiana,4470368,30678,207693,238371,501,1403.0,1403,20910,7864,,0,46451,139555,21687,686.252228,0.686252228,4645.99335,4.64599335,5.332245578
2001,KY,Kentucky,4068816,10510,107356,117866,181,1051.0,1051,6009,3269,,0,26964,71448,8944,258.3061018,0.2583061018,2638.507123,2.638507123,2.896813225
2001,KS,Kansas,2702125,10909,105537,116446,92,945.0,945,7449,2423,,0,20514,77038,7985,403.719295,0.403719295,3905.703844,3.905703844,4.309423139
2001,IN,Indiana,6126743,22734,211548,234282,413,1716.0,1716,13434,7171,,0,42758,147291,21499,371.0617534,0.3710617534,3452.862312,3.452862312,3.823924065
2001,IL,Illinois,12520227,79270,434648,513918,982,4010.0,4010,49347,24931,,0,79158,306757,48733,633.1354855,0.6331354855,3471.56645,3.47156645,4.104701936
2001,ID,Idaho,1320585,3211,38181,41392,30,425.0,425,2511,245,,0,7507,28285,2389,243.1498162,0.2431498162,2891.218664,2.891218664,3.134368481
2001,IA,Iowa,2931967,7865,88634,96499,50,649.0,649,6012,1154,,0,16885,66244,5505,268.2499496,0.2682499496,3023.021746,3.023021746,3.291271696
2001,HI,Hawaii,1227024,3117,62830,65947,32,409.0,409,1534,1142,,0,11162,44925,6743,254.029261,0.254029261,5120.51924,5.12051924,5.374548501
2001,GA,Georgia,8405677,41671,347872,389543,598,2180.0,2180,24491,14402,,0,71799,238484,37589,495.7482901,0.4957482901,4138.536373,4.138536373,4.634284663
2001,FL,Florida,16373330,130713,782517,913230,874,6641.0,6641,90331,32867,,0,176052,516548,89917,798.3287456,0.7983287456,4779.217178,4.779217178,5.577545924
2001,DE,Delaware,796599,4868,27399,32267,23,420.0,420,3269,1156,,0,5144,19476,2779,611.0979301,0.6110979301,3439.497162,3.439497162,4.050595092
2001,DC,District of Columbia,573822,9195,35232,44427,231,181.0,181,5003,3780,,0,4949,22313,7970,1602.413292,1.602413292,6139.8831,6.1398831,7.742296392
2001,CT,Connecticut,3434602,11492,95299,106791,105,639.0,639,6565,4183,,0,17159,65762,12378,334.5948089,0.3345948089,2774.673747,2.774673747,3.109268556
2001,CO,Colorado,4430989,15492,170887,186379,158,1930.0,1930,9849,3555,,0,28533,121360,20994,349.6284915,0.3496284915,3856.633361,3.856633361,4.206261853
2001,CA,California,34600463,212867,1134189,1347056,2206,9960.0,9960,136087,64614,,0,232273,697739,204177,615.2143109,0.6152143109,3277.959026,3.277959026,3.893173337
2001,AZ,Arizona,5306966,28675,293874,322549,400,1518.0,1518,17889,8868,,0,54821,186850,52203,540.3275619,0.5403275619,5537.514278,5.537514278,6.07784184
2001,AR,Arkansas,2694698,12190,99106,111296,148,892.0,892,8969,2181,,0,22196,69590,7320,452.3698017,0.4523698017,3677.814731,3.677814731,4.130184533
2001,AL,Alabama,4468912,19582,173253,192835,379,1369.0,1369,12250,5584,,0,40642,119992,12619,438.1827165,0.4381827165,3876.849667,3.876849667,4.315032384
2001,AK,Alaska,633630,3735,23160,26895,39,501.0,501,2681,514,,0,3847,16695,2618,589.4607263,0.5894607263,3655.129965,3.655129965,4.244590692
2000,WY,Wyoming,493782,1316,14969,16285,12,160.0,160,1074,70,,0,2078,12318,573,266.5143727,0.2665143727,3031.499731,3.031499731,3.298014103
2000,WV,West Virginia,1808344,5723,41344,47067,46,331.0,331,4597,749,,0,9890,28139,3315,316.4773959,0.3164773959,2286.290662,2.286290662,2.602768057
2000,WI,Wisconsin,5363675,12700,159424,172124,169,1165.0,1165,6829,4537,,0,25183,119605,14636,236.7779554,0.2367779554,2972.290454,2.972290454,3.209068409
2000,WA,Washington,5894121,21788,279144,300932,196,2737.0,2737,13043,5812,,0,53476,190650,35018,369.6564763,0.3696564763,4735.973354,4.735973354,5.10562983
2000,VT,Vermont,608827,691,17494,18185,9,140.0,140,425,117,,0,3501,13184,809,113.4969376,0.1134969376,2873.394248,2.873394248,2.986891186
2000,VA,Virginia,7078515,19943,194405,214348,401,1616.0,1616,11631,6295,,0,30434,146158,17813,281.7398847,0.2817398847,2746.409381,2.746409381,3.028149266
2000,UT,Utah,2233169,5711,94247,99958,43,863.0,863,3563,1242,,0,14348,73438,6461,255.7352354,0.2557352354,4220.325466,4.220325466,4.476060701
2000,TX,Texas,20851820,113653,919658,1033311,1238,7856.0,7856,74302,30257,,0,188975,637522,93161,545.0507438,0.5450507438,4410.444748,4.410444748,4.955495492
2000,TN,Tennessee,5689283,40233,237985,278218,410,2186.0,2186,28172,9465,,0,56344,154111,27530,707.1717121,0.7071717121,4183.040288,4.183040288,4.890212
2000,SD,South Dakota,754844,1259,16252,17511,7,305.0,305,816,131,,0,2896,12558,798,166.7894293,0.1667894293,2153.027645,2.153027645,2.319817075
2000,SC,South Carolina,4012012,33225,181290,214515,291,1660.0,1660,25054,6220,,0,40319,125385,15586,828.1381013,0.8281381013,4518.680403,4.518680403,5.346818504
2000,RI,Rhode Island,1048319,3121,33323,36444,45,412.0,412,1742,922,,0,6620,22038,4665,297.7147223,0.2977147223,3178.708008,3.178708008,3.47642273
2000,PA,Pennsylvania,12281054,51584,316274,367858,602,3247.0,3247,29580,18155,,0,54080,225869,36325,420.0290952,0.4200290952,2575.300133,2.575300133,2.995329228
2000,OR,Oregon,3421399,12000,153780,165780,70,1286.0,1286,7756,2888,,0,25618,114230,13932,350.7337203,0.3507337203,4494.652626,4.494652626,4.845386346
2000,OK,Oklahoma,3450654,17177,140125,157302,182,1422.0,1422,12958,2615,,0,31661,96116,12348,497.7896944,0.4977896944,4060.824412,4.060824412,4.558614106
2000,OH,Ohio,11353140,37935,420939,458874,418,4271.0,4271,17636,15610,,0,88636,293277,39026,334.1366353,0.3341366353,3707.687917,3.707687917,4.041824553
2000,NY,New York,18976457,105111,483078,588189,952,3530.0,3530,60090,40539,,0,87946,340901,54231,553.9021325,0.5539021325,2545.670143,2.545670143,3.099572275
2000,NV,Nevada,1998257,10474,74823,85297,129,860.0,860,4942,4543,,0,17526,44125,13172,524.1568027,0.5241568027,3744.413256,3.744413256,4.268570059
2000,NM,New Mexico,1819046,13786,86605,100391,135,922.0,922,10230,2499,,0,21339,57925,7341,757.8697845,0.7578697845,4761.012091,4.761012091,5.518881875
2000,NJ,New Jersey,8414350,32298,233637,265935,289,1357.0,1357,17099,13553,,0,43924,155562,34151,383.844266,0.383844266,2776.649414,2.776649414,3.16049368
2000,NH,New Hampshire,1235786,2167,27901,30068,22,522.0,522,1170,453,,0,4992,20761,2148,175.3539852,0.1753539852,2257.753365,2.257753365,2.43310735
2000,NE,Nebraska,1711263,5606,64479,70085,63,436.0,436,3960,1147,,0,10131,49118,5230,327.5942973,0.3275942973,3767.918783,3.767918783,4.09551308
2000,ND,North Dakota,642200,523,14171,14694,4,169.0,169,294,56,,0,2093,11092,986,81.43880411,0.08143880411,2206.633448,2.206633448,2.288072252
2000,NC,North Carolina,8049313,40051,355921,395972,560,2181.0,2181,24715,12595,,0,97888,232767,25266,497.5704138,0.4975704138,4421.756242,4.421756242,4.919326656
2000,MT,Montana,902195,2807,32198,35005,20,308.0,308,2276,203,,0,3624,26678,1896,311.1300772,0.3111300772,3568.851523,3.568851523,3.8799816
2000,MS,Mississippi,2844658,10267,103644,113911,255,1019.0,1019,6290,2703,,0,26918,69758,6968,360.9221214,0.3609221214,3643.460831,3.643460831,4.004382952
2000,MO,Missouri,5595211,27419,225919,253338,347,1351.0,1351,18123,7598,,0,41685,159539,24695,490.0440752,0.4900440752,4037.720829,4.037720829,4.527764905
2000,MN,Minnesota,4919479,13813,157798,171611,151,2240.0,2240,7709,3713,,0,26116,118250,13432,280.7817657,0.2807817657,3207.616091,3.207616091,3.488397857
2000,MI,Michigan,9938444,55159,353297,408456,669,5025.0,5025,35753,13712,,0,69790,227783,55724,555.0063974,0.5550063974,3554.852249,3.554852249,4.109858646
2000,ME,Maine,1274923,1397,32003,33400,15,320.0,320,815,247,,0,6775,23906,1322,109.5752449,0.1095752449,2510.190812,2.510190812,2.619766056
2000,MD,Maryland,5296486,41663,213422,255085,430,1543.0,1543,26130,13560,,0,39426,145423,28573,786.6158808,0.7866158808,4029.501824,4.029501824,4.816117705
2000,MA,Massachusetts,6349097,30230,161901,192131,125,1696.0,1696,22594,5815,,0,30600,105425,25876,476.1307002,0.4761307002,2549.984667,2.549984667,3.026115367
2000,LA,Louisiana,4468976,30440,211904,242344,560,1497.0,1497,20851,7532,,0,46289,144345,21270,681.1403776,0.6811403776,4741.66789,4.74166789,5.422808267
2000,KY,Kentucky,4041769,11903,107723,119626,193,1091.0,1091,7363,3256,,0,25308,73141,9274,294.4997599,0.2944997599,2665.243857,2.665243857,2.959743617
2000,KS,Kansas,2688418,10470,108057,118527,169,1022.0,1022,7231,2048,,0,21484,80077,6496,389.448367,0.389448367,4019.352645,4.019352645,4.408801012
2000,IN,Indiana,6080485,21230,206905,228135,352,1759.0,1759,12837,6282,,0,41108,144707,21090,349.14978,0.34914978,3402.771325,3.402771325,3.751921105
2000,IL,Illinois,12419293,81196,445278,526474,898,3926.0,3926,50731,25641,,0,81850,313161,50267,653.7892294,0.6537892294,3585.373177,3.585373177,4.239162406
2000,ID,Idaho,1293953,3267,37961,41228,16,384.0,384,2644,223,,0,7330,28545,2086,252.4821226,0.2524821226,2933.72325,2.93372325,3.186205372
2000,IA,Iowa,2926324,7796,86834,94630,46,676.0,676,6003,1071,,0,16342,65118,5374,266.4093245,0.2664093245,2967.340595,2.967340595,3.23374992
2000,HI,Hawaii,1211537,2954,60033,62987,35,346.0,346,1450,1123,,0,10665,43254,6114,243.8225164,0.2438225164,4955.110739,4.955110739,5.198933256
2000,GA,Georgia,8186453,41319,347630,388949,651,1968.0,1968,25450,13250,,0,68488,240440,38702,504.724085,0.504724085,4246.405617,4.246405617,4.751129702
2000,FL,Florida,15982378,129777,780377,910154,903,7057.0,7057,90008,31809,,0,172898,518298,89181,812.0005671,0.8120005671,4882.733971,4.882733971,5.694734538
2000,DE,Delaware,783600,5363,29727,35090,25,424.0,424,3520,1394,,0,5216,21360,3151,684.4053088,0.6844053088,3793.644717,3.793644717,4.478050026
2000,DC,District of Columbia,572059,8626,33000,41626,239,251.0,251,4582,3554,,0,4745,21655,6600,1507.886424,1.507886424,5768.635753,5.768635753,7.276522177
2000,CT,Connecticut,3405565,11058,99033,110091,98,678.0,678,6450,3832,,0,17436,68498,13099,324.7038303,0.3247038303,2907.975622,2.907975622,3.232679453
2000,CO,Colorado,4301261,14367,156937,171304,134,1774.0,1774,9425,3034,,0,27133,112843,16961,334.0183263,0.3340183263,3648.627693,3.648627693,3.982646019
2000,CA,California,33871648,210531,1056183,1266714,2079,9785.0,9785,138418,60249,,0,222293,651855,182035,621.5552311,0.6215552311,3118.191946,3.118191946,3.739747177
2000,AZ,Arizona,5130632,27281,271811,299092,359,1577.0,1577,17841,7504,,0,51902,176705,43204,531.7278651,0.5317278651,5297.807366,5.297807366,5.829535231
2000,AR,Arkansas,2673400,11904,98115,110019,168,848.0,848,8887,2001,,0,21443,69740,6932,445.2756789,0.4452756789,3670.045635,3.670045635,4.115321314
2000,AL,Alabama,4447100,21620,180539,202159,329,1482.0,1482,14107,5702,,0,40331,127399,12809,486.1595197,0.4861595197,4059.701828,4.059701828,4.545861348
2000,AK,Alaska,626932,3554,23087,26641,27,497.0,497,2540,490,,0,3899,16838,2350,566.8876369,0.5668876369,3682.536543,3.682536543,4.24942418
1999,WY,Wyoming,479602,1115,15468,16583,11,137.0,137,893,74,,0,2349,12523,596,232.484435,0.232484435,3225.174207,3.225174207,3.457658642
1999,WV,West Virginia,1806928,6336,42825,49161,79,337.0,337,5259,661,,0,10303,28760,3762,350.6503856,0.3506503856,2370.044628,2.370044628,2.720695014
1999,WI,Wisconsin,5250446,12908,160154,173062,179,1055.0,1055,7225,4449,,0,25633,120702,13819,245.8457815,0.2458457815,3050.293251,3.050293251,3.296139033
1999,WA,Washington,5756361,21716,280793,302509,171,2711.0,2711,13026,5808,,0,54652,192334,33807,377.2522258,0.3772522258,4877.960225,4.877960225,5.255212451
1999,VT,Vermont,593740,676,16059,16735,17,136.0,136,458,65,,0,3537,11610,912,113.8545491,0.1138545491,2704.719237,2.704719237,2.818573787
1999,VA,Virginia,6872912,21626,210260,231886,392,1720.0,1720,12567,6947,,0,32411,159896,17953,314.6555638,0.3146555638,3059.256397,3.059256397,3.37391196
1999,UT,Utah,2129836,5869,100130,105999,44,806.0,806,3861,1158,,0,14592,78156,7382,275.561123,0.275561123,4701.300945,4.701300945,4.976862068
1999,TX,Texas,20044141,112306,896261,1008567,1217,7614.0,7614,74070,29405,,0,190362,613862,92037,560.2934044,0.5602934044,4471.436316,4.471436316,5.031729721
1999,TN,Tennessee,5483535,38111,219302,257413,391,2415.0,2415,26707,8598,,0,51362,142685,25255,695.0078736,0.6950078736,3999.281485,3.999281485,4.694289359
1999,SD,South Dakota,733133,1227,18159,19386,18,336.0,336,770,103,,0,3255,14043,861,167.3639026,0.1673639026,2476.903918,2.476903918,2.64426782
1999,SC,South Carolina,3885736,32920,173987,206907,258,1587.0,1587,25315,5760,,0,39630,119912,14445,847.201148,0.847201148,4477.581596,4.477581596,5.324782744
1999,RI,Rhode Island,990819,2840,32657,35497,36,391.0,391,1625,788,,0,6341,22284,4032,286.6315644,0.2866315644,3295.960211,3.295960211,3.582591775
1999,PA,Pennsylvania,11994016,50431,323021,373452,592,3279.0,3279,27890,18670,,0,56037,227750,39234,420.4680067,0.4204680067,2693.184668,2.693184668,3.113652675
1999,OR,Oregon,3316154,12432,153434,165866,88,1219.0,1219,8267,2858,,0,26749,113052,13633,374.892119,0.374892119,4626.865942,4.626865942,5.001758061
1999,OK,Oklahoma,3358044,17066,140220,157286,231,1375.0,1375,12675,2785,,0,34472,93616,12132,508.212519,0.508212519,4175.645108,4.175645108,4.683857627
1999,OH,Ohio,11256654,35616,414264,449880,397,4129.0,4129,16685,14405,,0,87023,288049,39192,316.3995269,0.3163995269,3680.169969,3.680169969,3.996569496
1999,NY,New York,18196601,107147,489596,596743,903,3563.0,3563,58860,43821,,0,93217,338118,58261,588.829749,0.588829749,2690.590402,2.690590402,3.279420151
1999,NV,Nevada,1809253,10311,73874,84185,165,943.0,943,4994,4209,,0,17613,43167,13094,569.9037116,0.5699037116,4083.121598,4.083121598,4.653025309
1999,NM,New Mexico,1739844,14520,89220,103740,170,944.0,944,10827,2579,,0,21481,59613,8126,834.557581,0.834557581,5128.045963,5.128045963,5.962603544
1999,NJ,New Jersey,8143412,33540,243333,276873,287,1409.0,1409,17601,14243,,0,46998,160978,35357,411.8666721,0.4118666721,2988.09639,2.98809639,3.399963062
1999,NH,New Hampshire,1201134,1159,26247,27406,18,345.0,345,539,257,,0,3698,21195,1354,96.49214825,0.09649214825,2185.185,2.185185,2.281677148
1999,NE,Nebraska,1666028,7167,61277,68444,60,414.0,414,5429,1264,,0,10158,45679,5440,430.1848468,0.4301848468,3678.029421,3.678029421,4.108214268
1999,ND,North Dakota,633666,424,14748,15172,10,142.0,142,216,56,,0,2337,11375,1036,66.9122219,0.0669122219,2327.409077,2.327409077,2.394321299
1999,NC,North Carolina,7650789,41474,354497,395971,552,2155.0,2155,26680,12087,,0,98457,230463,25577,542.0878814,0.5420878814,4633.469829,4.633469829,5.17555771
1999,MT,Montana,882779,2090,29103,31193,22,293.0,293,1536,239,,0,3876,23353,1874,236.7523469,0.2367523469,3296.74811,3.29674811,3.533500457
1999,MS,Mississippi,2768619,9671,108560,118231,213,1156.0,1156,5211,3091,,0,29109,65919,13532,349.3077235,0.3493077235,3921.088456,3.921088456,4.270396179
1999,MO,Missouri,5468338,27353,223010,250363,359,1439.0,1439,18406,7149,,0,42476,157550,22984,500.206827,0.500206827,4078.204383,4.078204383,4.57841121
1999,MN,Minnesota,4775508,13085,158717,171802,134,2038.0,2038,6996,3917,,0,27706,117736,13275,274.0022632,0.2740022632,3323.562645,3.323562645,3.597564908
1999,MI,Michigan,9863775,56709,369887,426596,695,4849.0,4849,37062,14103,,0,76736,236351,56800,574.9218732,0.5749218732,3749.953745,3.749953745,4.324875618
