year,state_abbr,state_name,population,violent_crime,property_crime,total_crime,homicide,rape_legacy,rape_legacy_cleaned,aggravated_assault,robbery,rape_revised,rape_revised_cleaned,burglary,larceny,motor_vehicle_theft,violent_crime_rate_100k,%violent_crime_100k,property_crime_rate_100k,%property_crime_100k,%total_crime_per_100k
1987,MD,Maryland,4535000,34820,213589,248409,436,1795.0,1795,19425,13164,,0,52718,134485,26386,767.8059537,0.7678059537,4709.790518,4.709790518,5.477596472
1987,MA,Massachusetts,5855000,33060,244105,277165,173,1868.0,1868,20640,10379,,0,62056,127939,54110,564.645602,0.564645602,4169.171648,4.169171648,4.73381725
1987,LA,Louisiana,4461000,30916,231090,262006,496,1600.0,1600,20833,7987,,0,64441,148247,18402,693.028469,0.693028469,5180.228648,5.180228648,5.873257117
1987,KY,Kentucky,3727000,12589,109284,121873,280,781.0,781,8167,3361,,0,31571,70532,7181,337.778374,0.337778374,2932.224309,2.932224309,3.270002683
1987,KS,Kansas,2476000,8932,112488,121420,110,808.0,808,5982,2032,,0,28177,78043,6268,360.7431341,0.3607431341,4543.134087,4.543134087,4.903877221
1987,IN,Indiana,5531000,18169,209695,227864,307,1609.0,1609,11352,4901,,0,52363,137722,19610,328.4939432,0.3284939432,3791.267402,3.791267402,4.119761345
1987,IL,Illinois,11582000,92216,535126,627342,967,4443.0,4443,50400,36406,,0,130147,342492,62487,796.2010016,0.7962010016,4620.324642,4.620324642,5.416525643
1987,ID,Idaho,998000,2138,39342,41480,31,175.0,175,1690,242,,0,9748,27923,1671,214.2284569,0.2142284569,3942.084168,3.942084168,4.156312625
1987,IA,Iowa,2834000,6553,110781,117334,59,337.0,337,5132,1025,,0,26010,80489,4282,231.2279464,0.2312279464,3908.997883,3.908997883,4.140225829
1987,HI,Hawaii,1083000,2851,60157,63008,52,393.0,393,1345,1061,,0,12515,43678,3964,263.2502308,0.2632502308,5554.662973,5.554662973,5.817913204
1987,GA,Georgia,6222000,35868,324511,360379,735,2681.0,2681,19438,13014,,0,96572,197302,30637,576.4705882,0.5764705882,5215.541626,5.215541626,5.792012215
1987,FL,Florida,12023000,123168,899167,1022335,1371,6032.0,6032,72896,42869,,0,271346,546466,81355,1024.436497,1.024436497,7478.724112,7.478724112,8.503160609
1987,DE,Delaware,644000,2774,29032,31806,33,441.0,441,1511,789,,0,6572,20453,2007,430.7453416,0.4307453416,4508.074534,4.508074534,4.938819876
1987,DC,District of Columbia,622000,10016,42553,52569,225,245.0,245,5084,4462,,0,11244,25012,6297,1610.289389,1.610289389,6841.318328,6.841318328,8.451607717
1987,CT,Connecticut,3211000,13455,146958,160413,156,800.0,800,6779,5720,,0,39120,90852,16986,419.0283401,0.4190283401,4576.705076,4.576705076,4.995733416
1987,CO,Colorado,3296000,15409,197225,212634,191,1344.0,1344,9958,3916,,0,50580,132266,14379,467.506068,0.467506068,5983.768204,5.983768204,6.451274272
1987,CA,California,27663000,253943,1545928,1799871,2924,12109.0,12109,155569,83341,,0,419969,896335,229624,917.9879261,0.9179879261,5588.432202,5.588432202,6.506420128
1987,AZ,Arizona,3386000,20742,222663,243405,253,1396.0,1396,14406,4687,,0,55059,153296,14308,612.5812168,0.6125812168,6575.989368,6.575989368,7.188570585
1987,AR,Arkansas,2388000,9839,91537,101376,182,779.0,779,6988,1890,,0,25743,60862,4932,412.0184255,0.4120184255,3833.207705,3.833207705,4.245226131
1987,AL,Alabama,4083000,22833,158918,181751,380,1137.0,1137,16735,4581,,0,48927,99260,10731,559.2211609,0.5592211609,3892.187117,3.892187117,4.451408278
1987,AK,Alaska,525000,2391,25841,28232,53,341.0,341,1613,384,,0,5093,18195,2553,455.4285714,0.4554285714,4922.095238,4.922095238,5.37752381
1986,WY,Wyoming,507000,1486,20605,22091,27,111.0,111,1234,114,,0,4144,15606,855,293.0966469,0.2930966469,4064.102564,4.064102564,4.357199211
1986,WV,West Virginia,1919000,3156,41301,44457,114,362.0,362,1893,787,,0,11999,26055,3247,164.4606566,0.1644606566,2152.214695,2.152214695,2.316675352
1986,WI,Wisconsin,4785000,12339,183692,196031,149,961.0,961,7746,3483,,0,37464,134083,12145,257.8683386,0.2578683386,3838.913271,3.838913271,4.096781609
1986,WA,Washington,4463000,19505,287535,307040,223,2382.0,2382,10869,6031,,0,83078,190420,14037,437.0378669,0.4370378669,6442.63948,6.44263948,6.879677347
1986,VT,Vermont,541000,807,20708,21515,11,118.0,118,558,120,,0,5135,14593,980,149.168207,0.149168207,3827.726433,3.827726433,3.97689464
1986,VA,Virginia,5787000,17708,205658,223366,411,1533.0,1533,9646,6118,,0,47021,145935,12702,305.9961984,0.3059961984,3553.792984,3.553792984,3.859789183
1986,UT,Utah,1665000,4441,86774,91215,53,421.0,421,2991,976,,0,15233,67825,3716,266.7267267,0.2667267267,5211.651652,5.211651652,5.478378378
1986,TX,Texas,16682000,109925,1125897,1235822,2258,8607.0,8607,59039,40021,,0,341747,665029,119121,658.9437717,0.6589437717,6749.172761,6.749172761,7.408116533
1986,TN,Tennessee,4803000,25919,191861,217780,501,2256.0,2256,13184,9978,,0,63649,102103,26109,539.6418905,0.5396418905,3994.607537,3.994607537,4.534249427
1986,SD,South Dakota,708000,883,18346,19229,28,125.0,125,615,115,,0,3919,13728,699,124.7175141,0.1247175141,2591.242938,2.591242938,2.715960452
1986,SC,South Carolina,3378000,22789,150752,173541,291,1395.0,1395,17742,3361,,0,45276,96132,9344,674.6299586,0.6746299586,4462.759029,4.462759029,5.137388988
1986,RI,Rhode Island,975000,3271,44528,47799,34,209.0,209,1871,1157,,0,12616,25041,6871,335.4871795,0.3354871795,4566.974359,4.566974359,4.902461538
1986,PA,Pennsylvania,11889000,42629,326149,368778,659,2984.0,2984,20901,18085,,0,87362,196657,42130,358.5583312,0.3585583312,2743.283708,2.743283708,3.101842039
1986,OR,Oregon,2698000,14830,176207,191037,178,1379.0,1379,7718,5555,,0,53062,112312,10833,549.6664196,0.5496664196,6531.02298,6.53102298,7.0806894
1986,OK,Oklahoma,3305000,14423,184342,198765,269,1202.0,1202,9431,3521,,0,59054,103832,21456,436.3993949,0.4363993949,5577.670197,5.577670197,6.014069592
1986,OH,Ohio,10752000,45260,423387,468647,595,4151.0,4151,25231,15283,,0,106212,276779,40396,420.9449405,0.4209449405,3937.751116,3.937751116,4.358696057
1986,NY,New York,17772000,175210,849827,1025037,1907,5415.0,5415,76528,91360,,0,217010,519570,113247,985.8766599,0.9858766599,4781.83097,4.78183097,5.76770763
1986,NV,Nevada,963000,6923,53647,60570,121,625.0,625,3414,2763,,0,15446,33601,4600,718.8992731,0.7188992731,5570.820353,5.570820353,6.289719626
1986,NM,New Mexico,1479000,10731,87266,97997,170,693.0,693,7952,1916,,0,27283,54906,5077,725.5578093,0.7255578093,5900.338066,5.900338066,6.625895876
1986,NJ,New Jersey,7620000,43623,355764,399387,399,2531.0,2531,20220,20473,,0,81595,215073,59096,572.480315,0.572480315,4668.818898,4.668818898,5.241299213
1986,NH,New Hampshire,1027000,1433,32767,34200,23,221.0,221,947,242,,0,7754,22675,2338,139.5326193,0.1395326193,3190.555015,3.190555015,3.330087634
1986,NE,Nebraska,1598000,4196,57418,61614,50,393.0,393,2936,817,,0,11956,42784,2678,262.5782228,0.2625782228,3593.116395,3.593116395,3.855694618
1986,ND,North Dakota,679000,348,17343,17691,7,79.0,79,215,47,,0,2615,13914,814,51.25184094,0.05125184094,2554.197349,2.554197349,2.60544919
1986,NC,North Carolina,6331000,30128,244121,274249,515,1673.0,1673,22389,5551,,0,77557,153378,13186,475.8805876,0.4758805876,3855.962723,3.855962723,4.331843311
1986,MT,Montana,819000,1289,35393,36682,24,142.0,142,963,160,,0,6491,27142,1760,157.3870574,0.1573870574,4321.489621,4.321489621,4.478876679
1986,MS,Mississippi,2625000,7196,80612,87808,295,678.0,678,4526,1697,,0,28242,48430,3940,274.1333333,0.2741333333,3070.933333,3.070933333,3.345066667
1986,MO,Missouri,5066000,29310,206463,235773,464,1480.0,1480,18742,8624,,0,57556,126674,22233,578.5629688,0.5785629688,4075.463877,4.075463877,4.654026846
1986,MN,Minnesota,4214000,11991,171832,183823,105,1338.0,1338,6249,4299,,0,42319,117371,12142,284.551495,0.284551495,4077.645942,4.077645942,4.362197437
1986,MI,Michigan,9145000,73517,520127,593644,1032,6167.0,6167,38768,27550,,0,138040,308894,73193,803.9037726,0.8039037726,5687.556042,5.687556042,6.491459814
1986,ME,Maine,1174000,1726,38909,40635,23,174.0,174,1201,328,,0,9433,27548,1928,147.0187394,0.1470187394,3314.224872,3.314224872,3.461243612
1986,MD,Maryland,4463000,37177,212831,250008,401,1944.0,1944,21263,13569,,0,55593,132904,24334,833.0047054,0.8330047054,4768.787811,4.768787811,5.601792516
1986,MA,Massachusetts,5832000,32476,242989,275465,208,1731.0,1731,19298,11239,,0,62455,127668,52866,556.8587106,0.5568587106,4166.478052,4.166478052,4.723336763
1986,LA,Louisiana,4501000,34128,239444,273572,575,1806.0,1806,21676,10071,,0,65751,153818,19875,758.2315041,0.7582315041,5319.795601,5.319795601,6.078027105
1986,KY,Kentucky,3728000,12467,102810,115277,248,860.0,860,8283,3076,,0,30725,64882,7203,334.4152361,0.3344152361,2757.77897,2.75777897,3.092194206
1986,KS,Kansas,2461000,9076,109607,118683,108,810.0,810,6200,1958,,0,29229,74029,6349,368.7931735,0.3687931735,4453.758635,4.453758635,4.822551808
1986,IN,Indiana,5504000,16937,195233,212170,329,1424.0,1424,10230,4954,,0,48802,128404,18027,307.721657,0.307721657,3547.111192,3.547111192,3.854832849
1986,IL,Illinois,11533000,93454,548311,641765,1023,4765.0,4765,50083,37583,,0,136306,339418,72587,810.3182173,0.8103182173,4754.279025,4.754279025,5.564597243
1986,ID,Idaho,1003000,2232,39964,42196,32,201.0,201,1785,214,,0,10065,28081,1818,222.5324028,0.2225324028,3984.44666,3.98444666,4.206979063
1986,IA,Iowa,2851000,6703,111633,118336,51,356.0,356,5099,1197,,0,27255,79864,4514,235.1104875,0.2351104875,3915.573483,3.915573483,4.150683971
1986,HI,Hawaii,1062000,2604,57626,60230,51,329.0,329,1095,1129,,0,14218,39922,3486,245.1977401,0.2451977401,5426.177024,5.426177024,5.671374765
1986,GA,Georgia,6104000,35869,297130,332999,686,2678.0,2678,19449,13056,,0,88695,182171,26264,587.6310616,0.5876310616,4867.791612,4.867791612,5.455422674
1986,FL,Florida,11675000,121013,839651,960664,1371,6152.0,6152,70668,42822,,0,259331,510496,69824,1036.513919,1.036513919,7191.87152,7.19187152,8.228385439
1986,DE,Delaware,633000,2703,27881,30584,31,360.0,360,1526,786,,0,6598,19562,1721,427.014218,0.427014218,4404.581359,4.404581359,4.831595577
1986,DC,District of Columbia,626000,9423,42781,52204,194,328.0,328,4181,4720,,0,10815,25861,6105,1505.271565,1.505271565,6834.025559,6.834025559,8.339297125
1986,CT,Connecticut,3189000,13578,140411,153989,148,760.0,760,6541,6129,,0,38190,87963,14258,425.7761054,0.4257761054,4402.97899,4.40297899,4.828755096
1986,CO,Colorado,3267000,17105,212626,229731,230,1382.0,1382,10762,4731,,0,58531,138219,15876,523.5690236,0.5235690236,6508.295072,6.508295072,7.031864096
1986,CA,California,26981000,248370,1576299,1824669,3038,12119.0,12119,140701,92512,,0,457698,913004,205597,920.536674,0.920536674,5842.255661,5.842255661,6.762792335
1986,AZ,Arizona,3317000,21835,221015,242850,307,1425.0,1425,14489,5614,,0,63278,143845,13892,658.2755502,0.6582755502,6663.099186,6.663099186,7.321374736
1986,AR,Arkansas,2372000,9365,83729,93094,191,686.0,686,6598,1890,,0,24429,54677,4623,394.8145025,0.3948145025,3529.890388,3.529890388,3.92470489
1986,AL,Alabama,4053000,22616,151191,173807,409,1150.0,1150,16534,4523,,0,46974,93396,10821,558.006415,0.558006415,3730.34789,3.73034789,4.288354305
1986,AK,Alaska,534000,3046,30307,33353,46,388.0,388,2142,470,,0,6204,20879,3224,570.411985,0.570411985,5675.468165,5.675468165,6.24588015
1985,WY,Wyoming,509000,1307,19130,20437,22,114.0,114,1069,102,,0,3515,14732,883,256.7779961,0.2567779961,3758.349705,3.758349705,4.015127701
1985,WV,West Virginia,1936000,3214,40401,43615,73,359.0,359,2054,728,,0,11972,25191,3238,166.0123967,0.1660123967,2086.828512,2.086828512,2.252840909
1985,WI,Wisconsin,4775000,9880,181918,191798,135,875.0,875,5519,3351,,0,37987,133349,10582,206.9109948,0.2069109948,3809.801047,3.809801047,4.016712042
1985,WA,Washington,4409000,18757,269099,287856,231,2420.0,2420,10285,5821,,0,79859,176501,12739,425.4252665,0.4254252665,6103.402132,6.103402132,6.528827399
1985,VT,Vermont,535000,790,20011,20801,18,103.0,103,557,112,,0,5210,13924,877,147.6635514,0.1476635514,3740.373832,3.740373832,3.888037383
1985,VA,Virginia,5706000,16813,198821,215634,405,1551.0,1551,9137,5720,,0,44797,142800,11224,294.6547494,0.2946547494,3484.419909,3.484419909,3.779074658
1985,UT,Utah,1645000,4398,83072,87470,50,381.0,381,3059,908,,0,15511,63668,3893,267.3556231,0.2673556231,5049.969605,5.049969605,5.317325228
1985,TX,Texas,16370000,90030,985265,1075295,2132,8364.0,8364,47854,31680,,0,289825,595912,99528,549.9694563,0.5499694563,6018.723274,6.018723274,6.568692731
1985,TN,Tennessee,4762000,22592,175827,198419,429,2027.0,2027,11522,8614,,0,55563,97159,23105,474.4225115,0.4744225115,3692.293154,3.692293154,4.166715666
1985,SD,South Dakota,708000,967,17730,18697,13,168.0,168,665,121,,0,3867,13142,721,136.5819209,0.1365819209,2504.237288,2.504237288,2.640819209
1985,SC,South Carolina,3347000,21121,140892,162013,304,1385.0,1385,16289,3143,,0,41955,90260,8677,631.0427248,0.6310427248,4209.501046,4.209501046,4.840543771
1985,RI,Rhode Island,968000,3355,42368,45723,35,253.0,253,1945,1122,,0,11929,24119,6320,346.5909091,0.3465909091,4376.859504,4.376859504,4.723450413
1985,PA,Pennsylvania,11853000,39240,320788,360028,550,2886.0,2886,18375,17429,,0,87417,194467,38904,331.055429,0.331055429,2706.386569,2.706386569,3.037441998
1985,OR,Oregon,2687000,14807,166023,180830,125,1363.0,1363,8333,4986,,0,50690,105725,9608,551.0606624,0.5510606624,6178.749535,6.178749535,6.729810197
1985,OK,Oklahoma,3301000,13930,165150,179080,254,1252.0,1252,8898,3526,,0,53216,93233,18701,421.9933354,0.4219933354,5003.029385,5.003029385,5.42502272
1985,OH,Ohio,10744000,41000,408882,449882,554,3966.0,3966,22179,14301,,0,104920,266066,37896,381.6083395,0.3816083395,3805.677587,3.805677587,4.187285927
1985,NY,New York,17783000,165365,828446,993811,1683,5706.0,5706,68270,89706,,0,219633,502276,106537,929.9049654,0.9299049654,4658.640274,4.658640274,5.58854524
1985,NV,Nevada,936000,6244,55294,61538,96,564.0,564,3011,2573,,0,17312,33336,4646,667.0940171,0.6670940171,5907.478632,5.907478632,6.57457265
1985,NM,New Mexico,1450000,10207,83843,94050,158,722.0,722,7324,2003,,0,25432,53398,5013,703.9310345,0.7039310345,5782.275862,5.782275862,6.486206897
1985,NJ,New Jersey,7562000,41172,344067,385239,407,2424.0,2424,19059,19282,,0,79923,213907,50237,544.4591378,0.5444591378,4549.947104,4.549947104,5.094406242
1985,NH,New Hampshire,998000,1405,31049,32454,21,191.0,191,927,266,,0,7608,21459,1982,140.7815631,0.1407815631,3111.122244,3.111122244,3.251903808
1985,NE,Nebraska,1606000,3821,55514,59335,47,376.0,376,2619,779,,0,11730,41278,2506,237.9202989,0.2379202989,3456.662516,3.456662516,3.694582814
1985,ND,North Dakota,685000,322,18032,18354,7,50.0,50,221,44,,0,2925,14297,810,47.00729927,0.04700729927,2632.408759,2.632408759,2.679416058
1985,NC,North Carolina,6255000,26327,231465,257792,520,1488.0,1488,19426,4893,,0,71985,147530,11950,420.8952838,0.4208952838,3700.479616,3.700479616,4.1213749
1985,MT,Montana,826000,1722,35855,37577,48,159.0,159,1342,173,,0,6835,26746,2274,208.4745763,0.2084745763,4340.799031,4.340799031,4.549273608
1985,MS,Mississippi,2613000,7079,78254,85333,276,698.0,698,4470,1635,,0,26701,47478,4075,270.9146575,0.2709146575,2994.795254,2.994795254,3.265709912
1985,MO,Missouri,5029000,25321,194247,219568,409,1468.0,1468,16019,7425,,0,55252,120650,18345,503.4997017,0.5034997017,3862.537284,3.862537284,4.366036985
1985,MN,Minnesota,4193000,10751,162597,173348,88,1242.0,1242,5823,3598,,0,42663,108954,10980,256.4035297,0.2564035297,3877.820176,3.877820176,4.134223706
1985,MI,Michigan,9088000,66714,511852,578566,1018,6140.0,6140,32984,26572,,0,138792,297827,75233,734.0889085,0.7340889085,5632.174296,5.632174296,6.366263204
1985,ME,Maine,1164000,1950,40789,42739,28,167.0,167,1471,284,,0,10607,28260,1922,167.5257732,0.1675257732,3504.209622,3.504209622,3.671735395
1985,MD,Maryland,4392000,36655,199318,235973,348,1700.0,1700,21335,13272,,0,52995,126077,20246,834.5856102,0.8345856102,4538.205829,4.538205829,5.372791439
1985,MA,Massachusetts,5822000,31334,245665,276999,202,1734.0,1734,18424,10974,,0,65231,130088,50346,538.1999313,0.5381999313,4219.598076,4.219598076,4.757798008
1985,LA,Louisiana,4481000,31108,218195,249303,487,1782.0,1782,20313,8526,,0,59326,141739,17130,694.2200402,0.6942200402,4869.337202,4.869337202,5.563557242
1985,KY,Kentucky,3726000,11384,98428,109812,256,806.0,806,7501,2821,,0,28739,62491,7198,305.5287171,0.3055287171,2641.653247,2.641653247,2.947181965
1985,KS,Kansas,2450000,8716,98474,107190,121,719.0,719,5947,1929,,0,25740,67433,5301,355.755102,0.355755102,4019.346939,4.019346939,4.375102041
1985,IN,Indiana,5499000,17014,198220,215234,319,1318.0,1318,10312,5065,,0,50295,129861,18064,309.4017094,0.3094017094,3604.655392,3.604655392,3.914057101
1985,IL,Illinois,11535000,82448,530205,612653,927,4529.0,4529,43872,33120,,0,131015,331030,68160,714.7637625,0.7147637625,4596.488947,4.596488947,5.311252709
1985,ID,Idaho,1005000,2360,36916,39276,22,192.0,192,1877,269,,0,8917,26170,1829,234.8258706,0.2348258706,3673.233831,3.673233831,3.908059701
1985,IA,Iowa,2884000,6106,107607,113713,55,363.0,363,4501,1187,,0,26349,76835,4423,211.7198336,0.2117198336,3731.171983,3.731171983,3.942891817
1985,HI,Hawaii,1054000,2313,52501,54814,43,310.0,310,912,1048,,0,12164,37357,2980,219.4497154,0.2194497154,4981.119545,4.981119545,5.20056926
1985,GA,Georgia,5976000,30311,275070,305381,620,2587.0,2587,17292,9812,,0,81070,171950,22050,507.2121821,0.5072121821,4602.911647,4.602911647,5.110123829
1985,FL,Florida,11366000,106971,753918,860889,1296,6004.0,6004,64165,35506,,0,228402,465792,59724,941.149041,0.941149041,6633.098715,6.633098715,7.574247756
1985,DE,Delaware,622000,2695,28164,30859,30,296.0,296,1596,773,,0,6826,19638,1700,433.2797428,0.4332797428,4527.974277,4.527974277,4.961254019
1985,DC,District of Columbia,626000,10171,39904,50075,147,337.0,337,4457,5230,,0,10005,24874,5025,1624.760383,1.624760383,6374.440895,6.374440895,7.999201278
1985,CT,Connecticut,3174000,12758,136572,149330,120,763.0,763,5843,6032,,0,36041,86524,14007,401.9533711,0.4019533711,4302.835539,4.302835539,4.70478891
1985,CO,Colorado,3231000,15219,208336,223555,189,1321.0,1321,9697,4012,,0,56480,137868,13988,471.0306407,0.4710306407,6448.034664,6.448034664,6.919065305
1985,CA,California,26365000,201763,1516710,1718473,2770,11421.0,11421,101185,86387,,0,448506,890967,177237,765.2683482,0.7652683482,5752.740375,5.752740375,6.518008724
1985,AZ,Arizona,3187000,19202,207591,226793,254,1458.0,1458,12820,4670,,0,59585,135720,12286,602.5101977,0.6025101977,6513.680577,6.513680577,7.116190775
1985,AR,Arkansas,2359000,8199,76372,84571,187,686.0,686,5709,1617,,0,22207,49957,4208,347.5625265,0.3475625265,3237.473506,3.237473506,3.585036032
1985,AL,Alabama,4021000,18398,140115,158513,396,1079.0,1079,12686,4237,,0,41612,88108,10395,457.5478737,0.4575478737,3484.58095,3.48458095,3.942128824
1985,AK,Alaska,521000,3031,27588,30619,51,402.0,402,2094,484,,0,6209,18220,3159,581.7658349,0.5817658349,5295.201536,5.295201536,5.87696737
1984,WY,Wyoming,511000,1237,17582,18819,17,107.0,107,995,118,,0,3279,13518,785,242.074364,0.242074364,3440.704501,3.440704501,3.682778865
1984,WV,West Virginia,1952000,3283,42313,45596,86,305.0,305,2148,744,,0,12649,26296,3368,168.1864754,0.1681864754,2167.67418,2.16767418,2.335860656
1984,WI,Wisconsin,4766000,9367,189484,198851,117,790.0,790,5293,3167,,0,39755,138526,11203,196.5379773,0.1965379773,3975.744859,3.975744859,4.172282837
1984,WA,Washington,4349000,17676,247687,265363,202,2176.0,2176,10051,5247,,0,74021,162905,10761,406.4382617,0.4064382617,5695.263279,5.695263279,6.101701541
1984,VT,Vermont,530000,769,20261,21030,12,105.0,105,530,122,,0,5387,14054,820,145.0943396,0.1450943396,3822.830189,3.822830189,3.967924528
1984,VA,Virginia,5636000,16660,196581,213241,434,1503.0,1503,8958,5765,,0,47436,138808,10337,295.5997161,0.2955997161,3487.952449,3.487952449,3.783552165
1984,UT,Utah,1652000,4035,74703,78738,47,336.0,336,2694,958,,0,14176,56782,3745,244.2493947,0.2442493947,4521.973366,4.521973366,4.76622276
1984,TX,Texas,15989000,80737,883391,964128,2093,7343.0,7343,42761,28540,,0,266074,529518,87799,504.9534055,0.5049534055,5524.992182,5.524992182,6.029945588
1984,TN,Tennessee,4717000,21010,162462,183472,394,1887.0,1887,10862,7867,,0,53002,92176,17284,445.4102184,0.4454102184,3444.180623,3.444180623,3.889590842
1984,SD,South Dakota,706000,1041,17403,18444,13,190.0,190,733,105,,0,3529,13102,772,147.4504249,0.1474504249,2465.014164,2.465014164,2.612464589
1984,SC,South Carolina,3300000,20607,133270,153877,305,1329.0,1329,15565,3408,,0,40646,84753,7871,624.4545455,0.6244545455,4038.484848,4.038484848,4.662939394
1984,RI,Rhode Island,962000,3220,42706,45926,33,205.0,205,1891,1091,,0,11396,24654,6656,334.7193347,0.3347193347,4439.293139,4.439293139,4.774012474
1984,PA,Pennsylvania,11901000,38154,325960,364114,538,2764.0,2764,17196,17656,,0,88517,196999,40444,320.594908,0.320594908,2738.929502,2.738929502,3.05952441
1984,OR,Oregon,2674000,13533,153423,166956,128,1201.0,1201,7696,4508,,0,48755,96742,7926,506.0957367,0.5060957367,5737.584144,5.737584144,6.24367988
1984,OK,Oklahoma,3298000,13438,147917,161355,258,1315.0,1315,8197,3668,,0,47979,84844,15094,407.4590661,0.4074590661,4485.051546,4.485051546,4.892510612
1984,OH,Ohio,10752000,41430,418011,459441,551,3734.0,3734,21489,15656,,0,112887,266148,38976,385.3236607,0.3853236607,3887.751116,3.887751116,4.273074777
1984,NY,New York,17735000,162157,826969,989126,1786,5599.0,5599,64872,89900,,0,222956,488621,115392,914.3332394,0.9143332394,4662.920778,4.662920778,5.577254017
1984,NV,Nevada,911000,5726,54045,59771,98,553.0,553,2533,2542,,0,18023,31508,4514,628.5400659,0.6285400659,5932.491767,5.932491767,6.561031833
1984,NM,New Mexico,1424000,9798,79108,88906,130,783.0,783,7029,1856,,0,23349,51195,4564,688.0617978,0.6880617978,5555.337079,5.555337079,6.243398876
1984,NJ,New Jersey,7515000,39659,325231,364890,402,2446.0,2446,18593,18218,,0,79871,202181,43179,527.7312043,0.5277312043,4327.757818,4.327757818,4.855489022
1984,NH,New Hampshire,977000,1308,29347,30655,10,202.0,202,869,227,,0,7190,20314,1843,133.8792221,0.1338792221,3003.787103,3.003787103,3.137666325
1984,NE,Nebraska,1606000,3627,52526,56153,54,381.0,381,2499,693,,0,10339,39875,2312,225.8405978,0.2258405978,3270.610212,3.270610212,3.496450809
1984,ND,North Dakota,686000,368,17354,17722,8,90.0,90,217,53,,0,2738,13856,760,53.64431487,0.05364431487,2529.737609,2.529737609,2.583381924
1984,NC,North Carolina,6165000,24885,224437,249322,539,1330.0,1330,18404,4612,,0,69747,143700,10990,403.649635,0.403649635,3640.502839,3.640502839,4.044152474
1984,MT,Montana,824000,1958,36380,38338,36,170.0,170,1526,226,,0,7070,27080,2230,237.6213592,0.2376213592,4415.048544,4.415048544,4.652669903
1984,MS,Mississippi,2598000,7326,72169,79495,252,715.0,715,4787,1572,,0,25464,42952,3753,281.9861432,0.2819861432,2777.86759,2.77786759,3.059853734
1984,MO,Missouri,5008000,23071,192123,215194,358,1325.0,1325,14335,7053,,0,55863,119749,16511,460.6829073,0.4606829073,3836.321885,3.836321885,4.297004792
1984,MN,Minnesota,4162000,8802,151082,159884,74,1051.0,1051,4717,2960,,0,41242,101240,8600,211.484863,0.211484863,3630.033638,3.630033638,3.841518501
1984,MI,Michigan,9075000,68979,525979,594958,879,5880.0,5880,34388,27832,,0,149209,298192,78578,760.0991736,0.7600991736,5795.911846,5.795911846,6.556011019
1984,ME,Maine,1156000,1832,38944,40776,20,155.0,155,1352,305,,0,10267,26811,1866,158.4775087,0.1584775087,3368.858131,3.368858131,3.52733564
1984,MD,Maryland,4349000,34455,192325,226780,354,1640.0,1640,19364,13097,,0,51484,123567,17274,792.2510922,0.7922510922,4422.280984,4.422280984,5.214532076
1984,MA,Massachusetts,5798000,30362,235675,266037,211,1627.0,1627,18402,10122,,0,63756,123214,48705,523.6633322,0.5236633322,4064.763712,4.064763712,4.588427044
1984,LA,Louisiana,4462000,30251,197778,228029,575,1864.0,1864,19311,8501,,0,54711,129348,13719,677.9695204,0.6779695204,4432.496638,4.432496638,5.110466159
1984,KY,Kentucky,3723000,10342,99803,110145,244,826.0,826,6641,2631,,0,29234,63860,6709,277.7867311,0.2777867311,2680.714478,2.680714478,2.958501209
1984,KS,Kansas,2438000,8147,97646,105793,89,669.0,669,5644,1745,,0,25577,67028,5041,334.1673503,0.3341673503,4005.168171,4.005168171,4.339335521
1984,IN,Indiana,5498000,16781,199258,216039,303,1372.0,1372,9671,5435,,0,51019,128941,19298,305.22008,0.30522008,3624.190615,3.624190615,3.929410695
1984,IL,Illinois,11511000,83441,527124,610565,1033,3594.0,3594,43849,34965,,0,135068,324649,67407,724.880549,0.724880549,4579.30675,4.57930675,5.304187299
1984,ID,Idaho,1001000,2355,34398,36753,34,187.0,187,1890,244,,0,8751,24138,1509,235.2647353,0.2352647353,3436.363636,3.436363636,3.671628372
1984,IA,Iowa,2910000,5781,104785,110566,59,375.0,375,4233,1114,,0,25357,74818,4610,198.6597938,0.1986597938,3600.859107,3.600859107,3.7995189
1984,HI,Hawaii,1039000,2409,54573,56982,34,314.0,314,857,1204,,0,12609,38329,3635,231.8575553,0.2318575553,5252.454283,5.252454283,5.484311838
1984,GA,Georgia,5837000,27935,234621,262556,546,2356.0,2356,16619,8414,,0,70310,147251,17060,478.5848895,0.4785848895,4019.547713,4.019547713,4.498132602
1984,FL,Florida,10976000,95270,653429,748699,1264,5570.0,5570,58125,30311,,0,198446,408153,46830,867.9846939,0.8679846939,5953.252551,5.953252551,6.821237245
1984,DE,Delaware,613000,2671,28021,30692,25,300.0,300,1635,711,,0,6678,19747,1596,435.725938,0.435725938,4571.125612,4.571125612,5.00685155
1984,DC,District of Columbia,623000,10725,42799,53524,175,366.0,366,4097,6087,,0,10954,27471,4374,1721.508828,1.721508828,6869.823435,6.869823435,8.591332263
1984,CT,Connecticut,3154000,12422,133573,145995,122,759.0,759,5532,6009,,0,35607,84630,13336,393.8490805,0.3938490805,4235.034876,4.235034876,4.628883957
1984,CO,Colorado,3178000,14548,191104,205652,184,1238.0,1238,9503,3623,,0,49619,128859,12626,457.7721838,0.4577721838,6013.341724,6.013341724,6.471113908
